,Consumo,Motor_CC,Potencia,Descuento,Precio_cat,Ciudad_B,Ciudad_C,Ciudad_D,Ciudad_E,Ciudad_F,Ciudad_G,Ciudad_H,Ciudad_I,Ciudad_J,Ciudad_K,Ciudad_L,Tipo_marchas_Automatic,Tipo_marchas_Manual
1427,21.1,814.0,55.2,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1429,12.99,2494.0,100.6,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1430,15.73,1968.0,174.33,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1431,20.0,1399.0,68.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1432,26.2,998.0,58.2,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1433,11.0,2987.0,198.5,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1434,25.44,936.0,57.6,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1435,22.0,1582.0,126.2,15.57,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1436,27.3,1498.0,98.6,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1437,11.72,2199.0,194.3,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1438,13.6,1991.0,142.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1439,18.9,1197.0,82.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1440,21.4,1197.0,83.1,7.36,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1441,23.5,1396.0,88.7,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1442,15.1,2179.0,140.0,0.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1443,19.81,1086.0,68.05,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1444,19.1,1197.0,82.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1445,21.5,1498.0,108.5,15.86,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1446,15.7,1172.0,67.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1447,17.8,1497.0,117.3,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1448,18.15,1198.0,82.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1450,15.0,1396.0,100.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1451,26.59,1248.0,74.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1453,11.79,2179.0,120.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1454,24.3,1248.0,88.5,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1455,22.7,1598.0,118.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1456,23.03,1396.0,69.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1457,17.21,1493.0,100.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1458,18.7,1199.0,88.7,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1459,22.5,999.0,67.0,5.72,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1460,16.36,2179.0,187.7,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1461,13.0,2987.0,258.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1462,25.1,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1463,17.01,1591.0,121.3,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1464,16.0,1368.0,90.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1465,12.0,2987.0,224.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1466,19.16,2494.0,158.2,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1467,10.8,2497.0,150.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1468,19.7,796.0,46.3,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1469,16.55,1968.0,140.0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1470,20.34,1498.0,103.2,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1471,17.0,1197.0,80.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1472,26.0,1498.0,98.6,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1473,19.3,1968.0,141.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1474,16.78,1496.0,88.73,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1476,11.36,2755.0,171.5,21.1,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1477,28.4,1248.0,74.0,7.13,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1478,19.2,1461.0,65.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1479,11.9,2496.0,163.2,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1480,19.2,1197.0,80.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1481,23.2,1248.0,73.94,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1482,18.9,1197.0,81.86,7.37,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1483,21.1,814.0,55.2,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1484,26.0,1498.0,98.6,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1485,16.8,1493.0,110.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1486,24.52,1248.0,88.5,0.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1488,18.1,3498.0,306.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1489,20.0,1399.0,68.0,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1490,16.2,2993.0,258.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1491,23.59,1364.0,67.06,9.99,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1493,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1494,23.84,1199.0,84.0,6.42,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1495,13.1,1493.0,82.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1496,12.39,2179.0,147.51,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1498,14.21,2143.0,203.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1499,22.07,1199.0,73.9,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1500,15.1,2179.0,140.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1501,17.01,1591.0,121.3,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1502,17.0,1497.0,118.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1503,16.02,1373.0,93.7,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1504,12.07,2967.0,241.4,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1505,17.6,2179.0,153.86,20.87,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1506,15.1,1196.0,73.0,4.98,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1507,16.47,1198.0,73.9,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1508,28.4,1248.0,73.75,10.48,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1509,15.1,1196.0,73.0,4.43,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1510,18.88,1995.0,184.0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1511,17.5,1198.0,70.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1512,11.7,2993.0,245.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1513,15.0,1896.0,105.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1514,16.09,1995.0,184.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1515,15.0,1396.0,98.6,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1516,16.95,1197.0,78.9,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1519,16.47,1198.0,73.9,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1520,19.4,1198.0,86.8,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1521,25.8,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1522,18.0,1198.0,86.7,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1523,23.0,1396.0,90.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1524,13.45,1086.0,62.1,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1525,18.9,1197.0,82.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1526,16.0,2179.0,140.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1527,12.37,2359.0,198.25,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1528,13.68,2393.0,147.8,19.37,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1529,24.3,1248.0,88.5,8.63,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1530,18.9,998.0,67.1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1532,20.4,1248.0,91.7,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1533,20.63,1198.0,67.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1534,17.05,1995.0,184.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1535,10.5,2835.0,107.2,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1536,14.28,1798.0,138.03,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1537,18.5,1197.0,80.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1538,15.8,2148.0,170.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1539,10.91,3198.0,197.2,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0
1540,22.3,1248.0,74.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1541,9.52,2993.0,313.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1542,17.8,1399.0,68.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1543,19.87,1461.0,83.8,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1545,8.6,5998.0,552.0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1546,22.5,999.0,67.0,4.93,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1547,22.7,1598.0,118.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1548,19.27,2143.0,170.0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1549,13.24,1598.0,102.5,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1550,15.4,2179.0,120.0,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1551,16.47,1198.0,73.9,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1552,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1553,20.92,998.0,67.1,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1554,19.7,796.0,46.3,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1555,21.9,1396.0,88.8,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1556,19.12,1373.0,91.1,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1557,25.4,624.0,37.48,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1558,24.7,796.0,47.3,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1559,18.6,1197.0,81.86,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1560,20.36,1197.0,78.9,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1561,11.4,2953.0,153.86,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1562,11.74,1796.0,186.0,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1563,20.14,1498.0,88.0,10.15,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1564,12.8,2494.0,102.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1565,12.8,2494.0,102.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1566,16.0,2179.0,140.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1567,19.27,2143.0,167.62,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1568,19.4,1198.0,86.8,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1569,14.16,1968.0,174.3,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1571,22.54,1396.0,88.73,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1573,19.01,1461.0,108.45,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1574,14.84,2143.0,170.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1575,16.5,1499.0,110.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1576,15.06,1995.0,177.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1577,19.7,796.0,46.3,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1578,22.74,796.0,47.3,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1579,17.0,1497.0,118.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1581,17.8,1399.0,68.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1582,20.14,1498.0,88.8,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1583,19.7,796.0,46.3,0.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1584,16.55,1968.0,147.51,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1585,17.68,1968.0,174.33,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1587,26.59,1248.0,74.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1588,15.8,1591.0,121.3,15.86,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1589,23.1,998.0,67.04,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1590,18.5,1197.0,80.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1591,22.69,1995.0,190.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1592,11.36,2755.0,171.5,21.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1593,22.77,1498.0,98.59,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1594,10.6,2996.0,258.0,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1595,18.59,2993.0,265.0,79.78,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1596,19.27,2143.0,170.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1597,17.8,1248.0,75.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1598,16.55,2498.0,105.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1599,16.0,2179.0,140.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1600,13.7,1997.0,153.86,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1601,12.55,2982.0,168.5,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1602,18.88,1995.0,184.0,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1603,22.9,1248.0,74.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1604,16.46,2993.0,258.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1605,16.8,1497.0,116.3,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1606,11.5,2982.0,171.0,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1607,14.07,1948.0,83.1,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1608,18.6,1197.0,81.83,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1609,12.8,2494.0,102.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1610,17.8,1248.0,75.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1611,24.0,1120.0,70.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1612,17.8,1399.0,68.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1613,18.9,1197.0,82.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1614,23.9,624.0,37.48,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1615,17.3,993.0,60.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1616,20.5,1248.0,91.72,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1617,10.2,4367.0,308.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1618,13.7,1798.0,157.75,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1619,20.54,1598.0,103.6,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1620,15.29,1591.0,121.3,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1621,18.6,1197.0,85.8,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1622,25.32,1198.0,77.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1623,22.5,998.0,67.04,5.72,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1624,13.0,2982.0,168.5,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1625,18.9,998.0,67.1,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1626,17.2,1968.0,138.1,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1627,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1628,21.02,1248.0,88.76,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1629,14.4,1598.0,103.6,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1630,20.54,1598.0,103.6,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1631,17.9,2143.0,170.0,59.77,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1632,22.77,1498.0,98.59,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1633,12.05,2179.0,120.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1634,17.8,1497.0,117.3,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1635,16.36,1495.0,93.7,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1636,10.91,3198.0,197.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1637,13.7,1997.0,153.86,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1638,0.0,3597.0,262.6,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1639,22.7,1498.0,89.84,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1641,18.19,1197.0,103.5,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1643,15.8,1591.0,121.3,15.36,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1644,17.11,1968.0,174.33,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1645,14.67,1798.0,177.46,33.36,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1646,26.0,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1647,17.8,1399.0,68.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1648,17.0,1497.0,118.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1649,9.7,1995.0,163.5,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1650,19.87,1461.0,83.8,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1651,18.49,1493.0,100.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1653,22.7,1498.0,89.84,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1657,13.68,2393.0,147.8,19.34,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1658,18.7,1199.0,88.7,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1659,16.2,1599.0,103.2,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1660,14.74,2993.0,270.9,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1662,15.1,2179.0,140.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1663,16.52,1991.0,123.7,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1664,18.9,1197.0,81.86,6.82,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1665,17.5,1298.0,85.8,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1666,23.4,1248.0,74.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1667,17.1,1591.0,121.3,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1668,12.55,2982.0,168.5,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1669,20.34,1498.0,103.2,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1670,17.3,1061.0,64.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1671,15.6,1196.0,70.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1672,24.07,998.0,67.1,4.7,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1673,20.4,1197.0,81.8,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1674,25.0,1197.0,81.86,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1676,22.69,1995.0,190.0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1677,22.54,1396.0,88.73,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1678,22.9,1248.0,74.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1679,13.5,1799.0,130.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1680,23.08,1461.0,63.1,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1681,20.85,1197.0,83.14,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1682,16.47,1198.0,74.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1683,23.08,1461.0,63.1,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1684,20.45,1461.0,83.8,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1685,21.5,1248.0,88.8,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1686,20.54,1598.0,103.6,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1687,20.92,998.0,67.1,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1688,22.74,796.0,47.3,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1689,13.0,2143.0,204.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1690,19.3,1248.0,73.9,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1692,22.9,1248.0,74.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1694,20.36,1197.0,78.9,0.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1695,18.9,1197.0,82.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1696,23.1,998.0,67.04,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1697,22.5,999.0,67.0,5.42,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1698,20.68,1995.0,190.0,48.18,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1699,19.67,1582.0,126.2,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1700,20.0,1968.0,138.1,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1701,15.1,2179.0,140.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1702,22.5,998.0,67.0,5.8,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1703,11.1,2354.0,158.8,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1704,24.7,796.0,47.3,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1705,12.8,2494.0,102.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1706,13.58,2499.0,78.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1707,16.47,1198.0,74.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1709,14.95,2489.0,93.7,11.69,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1710,20.4,1197.0,81.8,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1711,23.84,1199.0,84.0,6.29,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1712,13.73,1995.0,148.0,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1713,24.4,1120.0,71.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1714,13.0,2982.0,168.5,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1715,11.2,2993.0,241.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1716,17.21,1493.0,100.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1717,23.59,1364.0,67.04,7.83,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1718,22.07,1199.0,73.9,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1719,16.02,1373.0,93.7,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1720,12.55,2982.0,168.5,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1721,12.0,1493.0,100.0,0.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1723,11.7,2359.0,134.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1724,18.2,1061.0,64.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1726,22.48,1995.0,190.0,69.47,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1727,14.28,1798.0,138.03,22.66,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1729,19.0,1194.0,94.68,8.24,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1730,20.64,1498.0,108.5,11.3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1731,19.1,1197.0,82.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1733,13.0,2143.0,201.1,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
